artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
John Mellencamp,Hurts So Good,4.75,81.2,72.39999999999999,0.0045000000000000005,10.9,-5.321,3.55,125.437,96.89999999999999,Pop
Joyce Manor,Constant Headache,4.67,41.0,89.2,0.0,24.6,-4.289,12.4,99.016,45.1,Rock
The Script,Breakeven,17.299999999999997,63.0,69.8,0.0,7.89,-4.51,2.44,94.023,52.900000000000006,Pop
The Police,Roxanne - Remastered 2003,2.6,60.8,74.6,0.000239,4.3,-8.851,35.4,134.03,74.5,Rock
James Bay,Wanderlust,24.099999999999998,50.0,83.89999999999999,0.0016200000000000001,8.53,-4.174,9.969999999999999,151.794,66.0,Rock
Weezer,Can't Knock The Hustle,1.39,63.0,96.89999999999999,0.0865,6.98,-2.215,5.220000000000001,101.014,79.2,Pop
Robinson,Nothing to Regret,24.3,69.69999999999999,52.1,0.0,18.9,-6.519,3.1,91.998,33.1,Pop
Rihanna,Pon de Replay,0.0155,77.9,64.0,0.077,10.100000000000001,-8.415,15.9,99.019,49.8,Pop
One Direction,Never Enough,3.7900000000000005,57.9,77.9,0.0,38.5,-1.829,5.12,164.145,58.699999999999996,Pop
Blondie,Heart Of Glass - Remix,0.47600000000000003,68.30000000000001,54.900000000000006,1.95,6.23,-11.771,3.7600000000000002,114.939,64.2,Rock
New Radicals,You Get What You Give,17.1,61.8,89.60000000000001,0.0,8.75,-5.357,3.0700000000000003,113.961,71.1,Pop
Smash Mouth,All Star,3.19,73.1,86.1,0.0,8.290000000000001,-5.881,3.2300000000000004,104.034,78.0,Pop
Halsey,I Walk The Line,5.56,50.0,63.3,0.0,31.1,-6.251,4.14,119.901,19.5,Pop
Shinedown,The Crow & the Butterfly,0.13,31.900000000000002,78.10000000000001,0.0,9.44,-3.496,3.29,149.002,23.799999999999997,Rock
Sufjan Stevens,Mystery of Love,94.0,36.5,27.3,43.1,10.9,-16.526,3.8,132.285,23.799999999999997,Rock
Ellie Goulding,Flux,83.39999999999999,51.800000000000004,46.5,0.0,20.3,-5.903,2.73,93.024,30.2,Pop
Maná,Oye Mi Amor,1.02,54.300000000000004,90.3,0.585,8.62,-6.658,3.9,162.241,96.2,Pop
The Cure,Lovesong,33.900000000000006,61.1,81.3,89.8,22.400000000000002,-7.689,2.79,140.112,82.1,Rock
Hunter Hayes,This Girl,2.1399999999999997,54.7,79.0,0.0,3.1199999999999997,-5.001,6.94,86.033,58.699999999999996,Rock
Darius Rucker,Wagon Wheel,45.6,52.900000000000006,66.3,0.0,14.2,-7.138,3.06,148.102,59.199999999999996,Pop
A Perfect Circle,The Hollow,0.0162,29.5,78.9,9.04,9.86,-5.559,7.04,104.133,51.300000000000004,Rock
Young Money,Trophies,15.8,74.1,69.89999999999999,0.0,13.700000000000001,-7.467,44.1,143.936,26.8,Pop
Eric Paslay,She Don't Love You,33.5,36.0,33.300000000000004,0.00010899999999999999,11.4,-8.491,2.85,74.53,17.0,Rock
Sammie,I'm Him,19.6,78.9,58.8,0.0,8.14,-6.58,8.33,105.03,23.400000000000002,Pop
Jason Mraz,I Won't Give Up,69.39999999999999,58.5,30.3,0.0,11.5,-10.058,3.9800000000000004,136.703,14.2,Rock
Brad Paisley,Today,53.900000000000006,34.699999999999996,63.2,0.22599999999999998,12.1,-6.998,3.81,74.257,28.499999999999996,Rock
Charlie Puth,Empty Cups,22.400000000000002,77.0,55.50000000000001,0.000178,7.539999999999999,-6.361,7.539999999999999,100.035,77.60000000000001,Pop
Vance Joy,Mess Is Mine,4.7,59.5,72.3,2.86,9.950000000000001,-8.256,3.49,108.043,27.200000000000003,Rock
Brantley Gilbert,What Happens In A Small Town,0.0927,49.6,77.5,0.0,14.000000000000002,-5.304,4.109999999999999,138.165,47.8,Rock
Avril Lavigne,Girlfriend,0.0738,56.00000000000001,95.89999999999999,0.0206,20.9,-2.433,10.2,163.983,67.0,Pop
Ed Sheeran,Bloodstream,52.900000000000006,66.0,31.6,0.0294,10.4,-11.567,3.64,91.207,54.300000000000004,Pop
Hal Ketchum,Small Town Saturday Night,21.8,62.7,69.69999999999999,0.0,7.33,-6.61,2.6599999999999997,154.086,93.30000000000001,Rock
Finger Eleven,Paralyzer,16.900000000000002,64.5,94.1,0.0,25.1,-3.425,4.4799999999999995,106.015,88.1,Rock
Mötley Crüe,Too Young To Fall In Love,13.5,48.6,81.10000000000001,4.19,12.5,-5.853,3.46,99.595,85.2,Rock
Don Diablo,Take Her Place (feat. A R I Z O N A),27.900000000000002,60.3,74.4,0.000487,10.6,-5.724,4.58,101.991,60.5,Pop
DJ Khaled,Wild Thoughts - Medasin Dance Remix,16.1,50.2,69.89999999999999,0.0,6.47,-5.516,16.7,179.871,41.9,Pop
Hailee Steinfeld,You're Such A,0.7979999999999999,62.0,69.6,9.999999999999999e-05,11.3,-6.323,9.969999999999999,176.033,70.5,Pop
Maná,Huele A Tristeza,0.28700000000000003,67.60000000000001,68.7,0.0446,27.400000000000002,-7.792,2.34,100.06,40.300000000000004,Rock
Generationals,"When They Fight, They Fight",24.2,75.5,89.8,0.0145,14.399999999999999,-2.051,3.2300000000000004,119.756,96.6,Rock
Galantis,Runaway (U & I),0.711,50.6,80.5,0.193,8.559999999999999,-4.119,4.6899999999999995,126.008,38.3,Pop
Bush,The Chemicals Between Us,0.317,51.2,95.8,4.03,29.5,-3.979,16.0,97.715,39.0,Rock
Silver,Wham Bam Shang-A-Lang,35.3,65.0,75.9,0.0,15.5,-4.932,3.55,121.454,94.3,Rock
Passenger,Simple Song,61.6,63.1,40.2,1.1400000000000001,8.92,-11.125,2.86,78.0,59.8,Pop
Dan Fogelberg,Longer,86.5,30.8,4.2700000000000005,0.0,17.9,-24.709,3.36,158.399,38.3,Rock
Aaliyah,At Your Best (You Are Love),76.1,62.6,44.1,1.38,6.8500000000000005,-10.637,3.08,78.094,56.3,Pop
Hippo Campus,Honestly,0.033100000000000004,65.60000000000001,82.8,48.6,19.7,-5.045,5.04,121.991,43.7,Rock
The Rolling Stones,She's So Cold - Remastered,42.1,75.4,83.1,0.731,7.539999999999999,-5.302,5.57,139.549,83.6,Rock
Jordan Brooker,You Are,43.5,57.099999999999994,61.1,0.014799999999999999,10.100000000000001,-7.099,3.3000000000000003,109.939,38.0,Pop
FIDLAR,Flake,0.0066500000000000005,52.6,83.1,0.26,16.3,-3.011,6.569999999999999,139.972,61.199999999999996,Rock
The Unlikely Candidates,Strange Love,7.28,69.1,91.3,0.0,46.400000000000006,-5.946,3.81,125.977,83.1,Rock
GoldLink,Got Muscle (feat. Peewee Longway & WaveIQ),38.3,82.19999999999999,79.2,13.600000000000001,13.700000000000001,-4.441,18.9,130.018,42.0,Pop
Mt. Joy,Sheep,89.1,49.8,50.2,0.0907,7.16,-8.052,3.71,81.169,28.599999999999998,Pop
blink-182,Dysentery Gary,0.0969,31.900000000000002,88.8,0.0,31.1,-5.656,4.6,111.549,64.2,Rock
Wisin,Todo Comienza en la Disco,9.610000000000001,82.6,83.6,0.000481,28.199999999999996,-4.238,6.54,91.992,88.7,Pop
J-Kwon,Tipsy - Radio Mix,4.84,92.5,74.8,0.0,10.100000000000001,-5.572,27.800000000000004,92.978,61.5,Pop
Hijos De Barron,Niégame,48.1,61.6,54.900000000000006,0.000155,10.2,-6.347,3.73,76.614,66.4,Pop
Yoke Lore,Fake You,19.5,58.5,60.6,13.5,10.7,-8.885,5.8999999999999995,163.939,25.8,Rock
The Libertines,Can't Stand Me Now,1.11,36.8,93.5,0.201,9.48,-3.204,5.87,164.425,55.800000000000004,Rock
Naomi Scott,She's So Gone,2.77,51.800000000000004,86.1,0.00014199999999999998,24.9,-4.002,6.7299999999999995,141.986,45.7,Pop
Chris Brown,Undecided,17.2,44.1,52.7,0.0,23.3,-5.318,9.66,96.37,58.9,Pop
Ne-Yo,Sexy Love,26.5,62.2,50.3,0.0473,5.96,-6.417,4.33,93.984,57.99999999999999,Pop
Panic! At The Disco,LA Devotee,0.043,49.0,84.8,0.000849,6.65,-5.05,6.45,175.998,69.8,Rock
Sam Hunt,Break Up In A Small Town,7.489999999999999,57.9,77.60000000000001,0.0,23.9,-5.365,17.299999999999997,136.044,43.4,Pop
The Rolling Stones,Let It Bleed,43.3,55.800000000000004,68.4,0.293,22.6,-8.246,2.88,116.232,86.7,Rock
The Zombies,Time Of The Season (Mono Version),14.2,53.7,70.0,0.000158,38.3,-6.852,3.66,117.111,69.5,Pop
Dylan Scott,Hooked,3.62,59.699999999999996,72.1,0.0,8.32,-6.422,3.56,132.054,43.7,Pop
The Strokes,Razorblade,0.201,39.4,85.9,23.3,10.0,-3.851,4.09,136.075,51.1,Rock
Elton John,The Bitch Is Back,3.7199999999999998,58.599999999999994,86.0,0.109,10.0,-6.752,5.84,132.865,94.3,Rock
The Lonely Island,Finest Girl (Bin Laden Song),29.7,71.1,76.5,0.0,28.199999999999996,-4.85,26.3,98.627,47.0,Pop
Kygo,Firestone (feat. Conrad Sewell),40.8,48.6,65.2,0.00663,7.7,-7.226,5.2,113.055,39.1,Pop
Candlebox,Far Behind,0.187,55.2,64.5,0.000138,4.24,-6.595,2.68,89.518,58.8,Pop
Paula Cole,I Don't Want To Wait,29.799999999999997,41.0,46.800000000000004,0.0011899999999999999,4.26,-8.177,5.53,177.508,47.5,Pop
Joy Division,Love Will Tear Us Apart - 2010 Remastered Version,0.0989,52.5,90.2,69.1,13.700000000000001,-8.662,3.6799999999999997,146.83,90.7,Rock
America,Sister Golden Hair,13.0,44.1,54.7,0.0143,10.9,-12.222,3.37,134.753,71.6,Rock
Dylan Schneider,How Does It Sound,1.41,53.6,76.1,0.0,13.3,-5.532,2.87,82.007,49.5,Pop
One Direction,Strong,6.08,74.1,66.3,0.0,9.31,-7.308,4.34,115.013,33.800000000000004,Pop
Dream Theater,Pull Me Under,0.0731,52.7,96.6,7.75,59.599999999999994,-6.836,5.36,102.199,22.8,Rock
Kurt Vile,Loading Zones,2.68,52.400000000000006,84.8,0.0739,7.6499999999999995,-4.242,2.97,112.221,79.2,Rock
Sweet,Fox On The Run,3.08,52.300000000000004,76.2,0.0,6.75,-8.669,3.46,128.064,88.1,Rock
Sam Smith,Dancing With A Stranger (With Normani) - Cheat Codes Remix,10.299999999999999,74.6,55.7,0.36,13.8,-6.722,5.42,111.961,32.4,Pop
Adele,Make You Feel My Love,89.4,55.2,18.0,0.0393,10.5,-10.583,2.93,76.995,8.959999999999999,Pop
Talking Heads,This Must Be the Place (Naive Melody) - Live,39.4,76.9,58.3,0.10300000000000001,70.5,-10.191,3.29,114.248,92.30000000000001,Rock
Maluma,Ojos Que No Ven,42.199999999999996,65.4,68.89999999999999,0.0,37.5,-4.368,29.9,197.859,51.800000000000004,Pop
Cold War Kids,First,2.4299999999999997,46.400000000000006,71.3,0.000624,56.599999999999994,-4.046,3.05,78.008,53.7,Rock
Mœnia,Ni Tú Ni Nadie,2.56,75.9,65.60000000000001,0.705,34.599999999999994,-6.598,4.0,132.019,55.400000000000006,Rock
"Tyler, The Creator",Peach Fuzz,37.3,59.3,67.30000000000001,0.0808,28.1,-6.324,11.700000000000001,150.526,88.0,Pop
Merle Haggard,Pancho and Lefty,79.60000000000001,69.3,45.4,0.0154,14.299999999999999,-12.44,3.32,122.641,54.0,Rock
Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd),2.19,89.7,64.2,0.00013099999999999999,15.9,-8.828,5.34,127.984,29.099999999999998,Pop
Sugar Ray,Every Morning - Remastered,8.38,82.89999999999999,67.4,0.174,10.2,-4.493,3.62,109.917,97.39999999999999,Rock
Modest Mouse,"The Ground Walks, with Time in a Box",1.02,65.0,95.7,1.25,19.3,-3.4,4.390000000000001,128.009,87.7,Rock
Colbie Caillat,Brighter Than The Sun,0.9520000000000001,62.9,79.3,0.000114,21.8,-5.942,3.46,95.983,58.699999999999996,Pop
OneRepublic,Let's Hurt Tonight,36.0,45.9,70.6,0.000162,25.6,-4.467,3.3000000000000003,65.163,31.5,Pop
Kat Dahlia,I Think I'm In Love,13.700000000000001,63.2,63.800000000000004,0.0,12.5,-6.731,5.050000000000001,121.868,57.4,Pop
Radiohead,How To Disappear Completely,31.5,16.8,30.2,79.0,11.0,-11.645,3.44,102.041,20.5,Rock
Cody Simpson,Pretty Brown Eyes,1.81,65.3,73.7,0.0,13.600000000000001,-5.446,3.88,99.033,76.3,Pop
Genesis,That's All - 2007 Remastered Version,22.400000000000002,69.69999999999999,62.7,1.38,6.0,-7.941,3.2800000000000002,87.695,79.7,Rock
MisterWives,Reflections,2.55,68.2,68.0,2.08,10.0,-5.443,2.9899999999999998,111.035,61.8,Pop
Florida Georgia Line,Speed Of Love,4.14,32.5,87.2,0.0,47.8,-2.535,10.100000000000001,199.842,74.4,Rock
The Script,Wonders,1.11,59.9,67.0,0.0,18.099999999999998,-5.889,3.2099999999999995,129.879,36.6,Rock
Drake,The Real Her,16.6,56.699999999999996,30.9,0.0,12.0,-14.254,38.5,65.041,50.9,Pop
Phantogram,Cruel World,0.179,55.900000000000006,45.2,0.135,37.6,-6.549,2.82,80.038,19.7,Rock
Hillsong UNITED,Glimmer In The Dust,14.399999999999999,47.599999999999994,45.2,0.00039600000000000003,15.299999999999999,-10.263,2.8899999999999997,127.908,11.3,Rock
Seth Ennis,Look At You,4.2,68.7,62.5,0.0,15.1,-6.942,2.8400000000000003,104.027,86.6,Pop
The Killers,For Reasons Unknown,0.0458,50.4,88.4,3.9899999999999998,10.8,-4.214,3.66,140.398,51.6,Rock
Belly,Might Not,28.299999999999997,79.2,56.3,0.0,12.8,-4.838,7.93,133.996,28.799999999999997,Pop
Ulices Chaidez,Que Bonito Es Querer,80.2,74.6,38.4,0.0,13.3,-6.905,3.38,134.044,42.699999999999996,Pop
Daddy Yankee,Adictiva,29.099999999999998,78.8,77.10000000000001,0.00562,17.2,-3.206,5.63,99.038,70.1,Pop
Kodak Black,Calling My Spirit,9.959999999999999,91.0,36.6,0.0,26.1,-9.954,9.41,119.985,74.0,Pop
Falling In Reverse,Losing My Life,2.7,44.6,92.7,0.0,9.31,-3.727,22.8,160.031,27.400000000000002,Pop
Led Zeppelin,Rock and Roll - Remastered,0.0582,31.7,88.7,0.258,8.91,-7.292,3.75,169.613,87.1,Rock
Jon Langston,When It Comes To Loving You,35.8,68.89999999999999,53.400000000000006,0.0,11.5,-6.261,5.27,111.91,55.2,Rock
Queen,Fat Bottomed Girls - Live in Paris,7.969999999999999,31.4,91.4,0.0024300000000000003,95.6,-5.884,5.99,92.049,34.599999999999994,Rock
R3HAB,Hold On Tight - Owen Norton Remix,2.3,45.7,94.39999999999999,0.00444,12.2,-3.338,6.710000000000001,126.616,36.6,Pop
Green Day,American Idiot,0.00264,38.0,98.8,0.00786,36.8,-2.042,6.39,186.113,76.9,Pop
Tame Impala,Nothing That Has Happened So Far Has Been Anything We Could Control,5.01,34.599999999999994,89.3,48.699999999999996,7.7299999999999995,-3.454,4.37,99.972,36.7,Rock
Linda Ronstadt,You're No Good,24.5,66.9,52.0,0.5349999999999999,12.6,-10.136,3.45,104.812,63.4,Rock
Magic City Hippies,Limestone,28.199999999999996,70.6,45.7,0.849,6.140000000000001,-9.359,3.83,78.014,72.3,Rock
Destiny's Child,"Jumpin', Jumpin'",0.543,77.10000000000001,68.5,0.157,5.37,-4.639,5.67,88.997,68.30000000000001,Pop
blink-182,I Miss You,0.136,65.9,77.8,0.000679,8.41,-6.423,3.7900000000000005,110.022,62.3,Pop
The Unlikely Candidates,Your Love Could Start a War,2.33,50.5,90.60000000000001,0.09920000000000001,35.3,-1.593,7.33,120.063,48.5,Rock
The Beatles,Ticket To Ride - Remastered 2015,6.38,55.400000000000006,90.4,0.0,25.900000000000002,-6.319,5.36,123.443,80.10000000000001,Rock
Creedence Clearwater Revival,Travelin' Band,1.66,51.300000000000004,92.0,2.82,17.8,-6.664,5.11,166.186,96.3,Rock
The Offspring,The Kids Aren't Alright,0.705,52.900000000000006,94.3,0.00316,6.959999999999999,-4.192,3.4000000000000004,99.604,78.8,Pop
Cake,War Pigs,0.698,58.099999999999994,56.599999999999994,0.00029299999999999997,9.68,-8.169,3.5700000000000003,83.904,44.9,Rock
Ashes Remain,End Of Me,0.187,59.0,82.3,0.0,37.5,-4.606,3.94,129.969,57.099999999999994,Rock
Big Daddy Weave,Redeemed,37.4,32.9,50.9,0.0,12.0,-6.607,3.3300000000000005,127.119,22.7,Rock
Meek Mill,What's Free (feat. Rick Ross & Jay Z),0.0322,51.1,71.8,0.0,11.1,-6.293,40.400000000000006,166.42,26.700000000000003,Pop
SWMRS,April In Houston,4.97,59.4,94.8,0.0,38.2,-2.711,4.2,109.985,72.3,Rock
The Beatles,Drive My Car - Remastered 2009,1.73,75.4,57.099999999999994,0.0,30.0,-8.547,4.21,122.463,82.0,Rock
Fabolous,Ooh Yea (feat. Ty Dolla $ign),65.9,77.0,60.699999999999996,0.0,15.9,-6.102,37.2,150.006,74.7,Pop
Hunter Hayes,Heartbreak,19.5,60.6,80.5,0.0008810000000000001,10.9,-5.399,21.4,96.995,72.5,Rock
Foreigner,I Want to Know What Love Is - Remastered,26.700000000000003,46.7,56.10000000000001,0.00030199999999999997,13.200000000000001,-6.787,2.62,81.303,49.3,Rock
Cults,Go Outside,11.5,37.4,69.69999999999999,89.3,34.300000000000004,-6.758,3.3099999999999996,77.549,49.3,Rock
Carpenters,Sleigh Ride,77.60000000000001,64.0,37.7,0.0,11.3,-12.346,3.37,100.963,58.199999999999996,Rock
G-Eazy,Let's Get Lost,10.299999999999999,67.10000000000001,67.2,0.00398,7.3999999999999995,-9.188,12.0,117.96,18.6,Pop
Billy Bragg,California Stars,42.199999999999996,62.2,73.6,0.00118,8.290000000000001,-9.229,2.92,110.24,72.3,Rock
Panic! At The Disco,"The Good, The Bad And The Dirty",0.191,53.1,82.5,0.0,32.9,-5.333,5.45,156.071,82.39999999999999,Rock
Pop Evil,Trenches,0.017499999999999998,54.7,95.0,0.9560000000000001,16.6,-3.482,5.7700000000000005,100.008,59.4,Rock
Big Time Rush,Windows Down,0.45599999999999996,61.9,93.10000000000001,0.0,9.959999999999999,-3.44,6.800000000000001,129.957,82.0,Pop
Lecrae,8:28,9.959999999999999,60.9,68.2,0.0,36.6,-6.611,39.5,134.253,33.7,Rock
Our Last Night,When the Party's Over,0.00352,47.3,95.19999999999999,0.681,10.100000000000001,-4.401,7.430000000000001,134.809,26.0,Pop
Kelis,Milkshake - Radio Mix,0.8619999999999999,89.1,77.0,3.15,15.5,-6.124,4.390000000000001,112.997,81.89999999999999,Pop
John Holt,Police In Helicopter,3.3099999999999996,68.60000000000001,65.2,0.000834,5.779999999999999,-7.586,11.1,141.185,50.3,Rock
Chris Young,I'm Comin' Over,2.82,57.49999999999999,84.5,0.0,8.14,-3.838,3.5000000000000004,127.997,37.6,Rock
The Doors,Roadhouse Blues,33.7,61.199999999999996,63.4,0.0046,14.7,-8.212,3.19,121.059,90.4,Rock
Panic! At The Disco,Pas De Cheval,4.569999999999999,57.199999999999996,86.8,0.0,20.4,-5.811,5.800000000000001,128.142,49.1,Rock
R3HAB,BAD!,30.9,70.1,81.6,0.00779,15.299999999999999,-5.95,6.08,125.068,31.6,Pop
benny blanco,Better To Lie (with Jesse & Swae Lee),3.7600000000000002,75.8,60.199999999999996,0.000477,11.1,-7.909,9.4,155.038,51.9,Pop
Eagles Of Death Metal,"Blinded By The Light - From ""Super Troopers 2"" Soundtrack",1.6199999999999999,54.800000000000004,94.69999999999999,0.0,18.0,-4.959,7.79,135.813,41.6,Rock
OneRepublic,Love Runs Out,16.7,71.89999999999999,93.5,0.0,9.73,-3.752,5.89,120.022,73.8,Pop
Sigrid,In Vain,36.9,62.4,36.5,0.0,35.699999999999996,-7.78,3.95,76.764,35.9,Pop
Rosie Carney,Thousand (feat. Lisa Hannigan),94.3,67.60000000000001,19.8,1.32,10.4,-13.91,3.3300000000000005,118.004,12.5,Pop
Alec Benjamin,Gotta Be A Reason,80.60000000000001,77.10000000000001,51.800000000000004,0.00248,10.4,-7.582,4.04,79.997,27.700000000000003,Pop
Theory of a Deadman,Santa Monica,0.613,45.800000000000004,75.2,0.0,30.7,-5.599,3.0,62.422,28.7,Rock
Toro y Moi,Omaha,6.45,61.8,49.8,3.01,29.099999999999998,-8.29,2.59,80.055,81.8,Rock
Noah Kahan,Young Blood,37.9,56.89999999999999,46.400000000000006,0.0,15.2,-8.27,5.390000000000001,84.565,32.1,Pop
Noah Cyrus,Make Me (Cry),59.199999999999996,58.8,47.099999999999994,0.146,7.33,-7.287,5.7700000000000005,152.881,20.9,Pop
Drake,Sandra’s Rose,4.81,48.699999999999996,84.89999999999999,0.0,14.299999999999999,-5.432,24.6,152.093,52.0,Pop
Ariana Grande,"break up with your girlfriend, i'm bored",4.21,72.6,55.400000000000006,0.0,10.6,-5.29,9.17,169.999,33.5,Pop
The Naked And Famous,Young Blood,0.00563,57.9,86.5,0.0221,64.9,-4.692,3.02,104.99,35.8,Rock
Mario Bautista,Baby Girl (feat. Lalo Ebratt),2.75,80.4,70.5,0.0138,20.200000000000003,-5.272,19.900000000000002,103.009,45.0,Pop
The Mountain Goats,This Year,11.799999999999999,69.89999999999999,71.89999999999999,0.259,9.13,-9.481,3.1199999999999997,138.958,83.1,Rock
Mac Miller,Soulmate,13.200000000000001,60.6,53.400000000000006,0.00011,14.799999999999999,-6.904,51.2,111.044,56.10000000000001,Pop
The Neighbourhood,Prey,2.58,51.7,77.9,0.0,6.22,-5.005,4.77,115.206,19.7,Rock
Waterparks,Stupid for You,2.4,58.099999999999994,92.2,0.0,20.200000000000003,-3.408,6.660000000000001,118.408,59.599999999999994,Rock
Wolfine,Bella - Remix,30.4,91.7,47.599999999999994,0.0,10.299999999999999,-6.621,6.550000000000001,93.987,87.0,Pop
fun.,Carry On,11.799999999999999,38.800000000000004,69.39999999999999,0.029300000000000003,8.200000000000001,-5.769,7.35,145.434,36.5,Rock
Young Thug,Feel It,9.59,72.1,51.300000000000004,0.0,34.1,-7.882,12.1,124.02,31.0,Pop
Manfred Mann's Earth Band,Blinded By The Light - Single edit,57.199999999999996,59.3,56.00000000000001,0.369,7.19,-11.749,6.529999999999999,140.511,57.699999999999996,Rock
Vampire Weekend,A-Punk,1.04,54.800000000000004,81.6,5.43,15.2,-4.478,4.99,174.993,85.7,Pop
lovelytheband,these are my friends,2.78,61.7,73.2,0.0,12.5,-6.737,2.78,84.977,72.3,Rock
Soul For Real,Candy Rain,0.43299999999999994,57.599999999999994,71.1,0.00366,4.9399999999999995,-7.727,8.4,188.242,60.0,Pop
Kings of Leon,Find Me,0.0136,40.0,94.6,85.3,15.5,-3.966,6.34,161.591,61.1,Rock
Carnage,"WDYW (feat. Lil Uzi Vert, A$AP Ferg & Rich The Kid)",20.7,72.0,81.6,0.0,81.3,-3.313,14.299999999999999,125.074,48.699999999999996,Pop
Ed Sheeran,Tenerife Sea,69.69999999999999,53.0,34.599999999999994,0.00107,10.5,-10.497,3.7600000000000002,121.876,35.9,Pop
BTS,Trivia 轉 : Seesaw,18.099999999999998,70.7,79.10000000000001,0.0,10.2,-4.481,3.5000000000000004,106.985,67.80000000000001,Pop
Miguel,Pineapple Skies,2.6,65.4,58.699999999999996,0.0,58.9,-6.331,4.390000000000001,100.014,28.799999999999997,Pop
Declan McKenna,Listen to Your Friends,29.299999999999997,32.4,83.89999999999999,0.0,22.400000000000002,-7.08,8.19,99.941,67.9,Rock
Metro Boomin,"Only You (feat. WizKid, Offset & J Balvin)",53.800000000000004,73.2,69.0,0.00937,19.1,-7.745,17.4,117.157,63.6,Pop
Mat Kearney,Memorized,33.300000000000004,54.7,55.50000000000001,0.0313,10.5,-7.316,16.3,95.102,57.49999999999999,Rock
Logic,Never Been,11.0,66.4,79.5,0.000453,57.49999999999999,-6.083,4.4799999999999995,101.079,64.0,Pop
High School Musical Cast,Scream - Original Version,6.03,63.2,84.3,0.0,6.619999999999999,-4.374,4.29,110.983,54.2,Pop
Mudcrutch,Hungry No More,0.166,49.5,53.400000000000006,0.0117,8.89,-7.347,2.53,92.997,18.2,Rock
Khalid,Another Sad Love Song,41.199999999999996,83.39999999999999,47.199999999999996,0.00676,8.36,-7.777,8.73,107.014,51.7,Pop
Queen,We Will Rock You - Movie Mix,11.700000000000001,64.0,59.3,0.000121,78.0,-6.24,12.1,81.402,40.699999999999996,Rock
Chris Young,Losing Sleep,7.1499999999999995,58.4,62.1,0.000168,38.9,-5.703,4.43,92.003,63.4,Rock
James Morrison,My Love Goes On (feat. Joss Stone),0.6779999999999999,46.300000000000004,77.2,0.0,11.0,-4.315,3.6700000000000004,91.931,36.4,Rock
Ciara,Greatest Love,18.3,68.7,72.3,0.0,9.959999999999999,-5.126,9.02,119.991,57.99999999999999,Pop
FIDLAR,West Coast,0.0397,30.3,99.8,0.0,36.1,-1.693,6.61,181.944,37.1,Rock
Forever The Sickest Kids,Nikki,0.146,53.400000000000006,93.10000000000001,0.000139,8.67,-4.798,6.11,141.043,77.7,Rock
The Neighbourhood,Scary Love,0.00945,59.5,63.6,5.29,19.6,-5.981,3.1199999999999997,112.008,14.7,Rock
The Verve,Bitter Sweet Symphony,3.35,35.6,91.7,0.0,40.6,-6.006,4.79,171.176,51.800000000000004,Rock
Flyleaf,All Around Me,3.38,47.9,88.4,0.0,8.02,-4.762,4.83,146.922,45.2,Rock
Phil Collins,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",5.59,56.89999999999999,74.4,0.000319,9.15,-6.48,2.98,96.596,65.5,Rock
Alabama Shakes,This Feeling,83.39999999999999,62.8,32.9,0.335,11.0,-11.424,3.5999999999999996,130.808,30.5,Rock
LÉON,You And I,0.24,55.400000000000006,78.60000000000001,0.0,14.799999999999999,-4.288,4.91,120.057,35.8,Pop
Plain White T's,"1, 2, 3, 4",56.599999999999994,45.800000000000004,55.00000000000001,0.0013900000000000002,10.8,-7.092,2.62,90.56,56.00000000000001,Pop
Queen,Lazing On A Sunday Afternoon - Remastered 2011,45.6,62.8,56.699999999999996,0.174,8.14,-9.039,6.460000000000001,131.629,71.5,Rock
Tyler Braden,Little Red Wine,4.38,49.4,87.2,0.0,27.3,-4.539,7.249999999999999,159.983,63.4,Pop
Tenacious D,Kickapoo,10.7,50.1,79.60000000000001,0.0974,53.900000000000006,-4.599,10.4,130.719,58.199999999999996,Rock
Pepper,Rent,2.4899999999999998,71.7,72.8,0.0,15.7,-5.597,6.0600000000000005,89.929,54.7,Rock
Migos,Too Playa,2.1,72.0,51.0,0.0,9.92,-8.16,12.0,138.021,7.17,Pop
BLACKPINK,PLAYING WITH FIRE,3.9899999999999998,70.7,75.8,0.0,14.099999999999998,-4.511,9.17,97.037,67.4,Pop
311,All Mixed Up,1.04,76.0,70.19999999999999,0.0,38.0,-9.404,7.16,92.324,65.9,Rock
half•alive,Aawake At Night,35.099999999999994,59.199999999999996,72.8,0.0010299999999999999,45.9,-6.342,20.5,62.966,39.5,Rock
Soulja Boy,Pretty Boy Swag,14.099999999999998,83.5,43.7,0.0,35.199999999999996,-5.108,7.22,123.126,12.8,Pop
Nickelback,Rockstar,4.590000000000001,61.6,91.0,0.0,34.300000000000004,-3.004,3.8600000000000003,144.073,69.3,Rock
Steve Aoki,Mayhem,0.016,60.4,96.39999999999999,61.1,85.8,-4.713,3.3000000000000003,127.929,7.8,Pop
Noah And The Whale,5 Years Time,33.5,80.0,55.900000000000006,0.0,14.799999999999999,-7.11,11.600000000000001,121.967,78.8,Rock
Berlin,Take My Breath Away,21.8,47.4,58.3,0.0,52.1,-13.147,2.71,96.144,62.4,Rock
Norah Jones,Come Away With Me,90.4,36.3,12.9,0.000152,15.7,-14.304,3.2199999999999998,80.367,14.7,Pop
